attempted,backend,failed,failure_kinds,family,full_three_run_errorbar,measurements,mode,nodes,not_attempted,planned,projected_ep_rows,recorded,shape,source_ep_rows,status,typed_edges,verified
3,Binius64,0,{},fixed-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.204874042, ""median"": 0.190381667, ""min"": 0.188322958, ""values"": [0.190381667, 0.204874042, 0.188322958]}, ""process_wall_s"": {""count"": 3, ""max"": 0.965415499988012, ""median"": 0.9326811250066385, ""min"": 0.926148375030607, ""values"": [0.926148375030607, 0.965415499988012, 0.9326811250066385]}, ""proof_bytes"": {""count"": 3, ""max"": 542320, ""median"": 542320, ""min"": 542320, ""values"": [542320, 542320, 542320]}, ""prove_total_s"": {""count"": 3, ""max"": 0.211494417, ""median"": 0.196854041, ""min"": 0.19484087499999997, ""values"": [0.196854041, 0.211494417, 0.19484087499999997]}, ""setup_s"": {""count"": 3, ""max"": 0.5523545, ""median"": 0.546951834, ""min"": 0.539524083, ""values"": [0.539524083, 0.5523545, 0.546951834]}, ""verify_s"": {""count"": 3, ""max"": 0.163670375, ""median"": 0.153343042, ""min"": 0.15216995800000002, ""values"": [0.15216995800000002, 0.163670375, 0.153343042]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.006620375, ""median"": 0.006517875, ""min"": 0.006472333, ""values"": [0.006472333, 0.006620375, 0.006517875]}}",complete,6,0,3,2048,3,"{""and_constraints"": 127905, ""bmul_constraints"": 29045, ""committed_words"": 262144, ""gates"": 460856, ""imul_constraints"": 0, ""native_constraint_count"": 210812, ""value_words"": 209078, ""zero_constraints"": 53862}",2048,verified,7,3
3,Binius64,0,{},fixed-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.106287542, ""median"": 0.105146291, ""min"": 0.099330958, ""values"": [0.105146291, 0.106287542, 0.099330958]}, ""process_wall_s"": {""count"": 3, ""max"": 0.3619032920105383, ""median"": 0.360935167002026, ""min"": 0.34904283296782523, ""values"": [0.360935167002026, 0.3619032920105383, 0.34904283296782523]}, ""proof_bytes"": {""count"": 3, ""max"": 504592, ""median"": 504592, ""min"": 504592, ""values"": [504592, 504592, 504592]}, ""prove_total_s"": {""count"": 3, ""max"": 0.10656225, ""median"": 0.105418125, ""min"": 0.0996045, ""values"": [0.105418125, 0.10656225, 0.0996045]}, ""setup_s"": {""count"": 3, ""max"": 0.167897583, ""median"": 0.167678125, ""min"": 0.162289875, ""values"": [0.167897583, 0.167678125, 0.162289875]}, ""verify_s"": {""count"": 3, ""max"": 0.075373292, ""median"": 0.075104666, ""min"": 0.074657292, ""values"": [0.075373292, 0.075104666, 0.074657292]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.000274666, ""median"": 0.000273458, ""min"": 0.000271792, ""values"": [0.000271792, 0.000274666, 0.000273458]}}",shadow,6,0,3,12,3,"{""and_constraints"": 4969, ""bmul_constraints"": 597, ""committed_words"": 8192, ""gates"": 16730, ""imul_constraints"": 0, ""native_constraint_count"": 7104, ""value_words"": 7407, ""zero_constraints"": 1538}",2048,verified,7,3
3,Binius64,0,{},fixed-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.301753375, ""median"": 0.300292375, ""min"": 0.297382709, ""values"": [0.297382709, 0.301753375, 0.300292375]}, ""process_wall_s"": {""count"": 3, ""max"": 1.5519982079858892, ""median"": 1.5300549170351587, ""min"": 1.5259667910286225, ""values"": [1.5259667910286225, 1.5519982079858892, 1.5300549170351587]}, ""proof_bytes"": {""count"": 3, ""max"": 580416, ""median"": 580416, ""min"": 580416, ""values"": [580416, 580416, 580416]}, ""prove_total_s"": {""count"": 3, ""max"": 0.314408, ""median"": 0.313013042, ""min"": 0.310127791, ""values"": [0.310127791, 0.314408, 0.313013042]}, ""setup_s"": {""count"": 3, ""max"": 0.939515208, ""median"": 0.9335695, ""min"": 0.9288585, ""values"": [0.9288585, 0.939515208, 0.9335695]}, ""verify_s"": {""count"": 3, ""max"": 0.230401, ""median"": 0.222245125, ""min"": 0.218275042, ""values"": [0.222245125, 0.230401, 0.218275042]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.012745041, ""median"": 0.012720458, ""min"": 0.0126545, ""values"": [0.012745041, 0.0126545, 0.012720458]}}",complete,6,0,3,4096,3,"{""and_constraints"": 251809, ""bmul_constraints"": 57717, ""committed_words"": 524288, ""gates"": 908473, ""imul_constraints"": 0, ""native_constraint_count"": 416124, ""value_words"": 412342, ""zero_constraints"": 106598}",4096,verified,7,3
3,Binius64,0,{},fixed-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.108284375, ""median"": 0.104362541, ""min"": 0.104155375, ""values"": [0.104155375, 0.104362541, 0.108284375]}, ""process_wall_s"": {""count"": 3, ""max"": 0.3643552499706857, ""median"": 0.3627313330071047, ""min"": 0.35488041600910947, ""values"": [0.3627313330071047, 0.35488041600910947, 0.3643552499706857]}, ""proof_bytes"": {""count"": 3, ""max"": 504592, ""median"": 504592, ""min"": 504592, ""values"": [504592, 504592, 504592]}, ""prove_total_s"": {""count"": 3, ""max"": 0.108557542, ""median"": 0.104651625, ""min"": 0.1044235, ""values"": [0.1044235, 0.104651625, 0.108557542]}, ""setup_s"": {""count"": 3, ""max"": 0.168030375, ""median"": 0.16372, ""min"": 0.162198625, ""values"": [0.168030375, 0.16372, 0.162198625]}, ""verify_s"": {""count"": 3, ""max"": 0.081220125, ""median"": 0.078275417, ""min"": 0.073663959, ""values"": [0.078275417, 0.073663959, 0.081220125]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.000289042, ""median"": 0.0002730419999999999, ""min"": 0.000268042, ""values"": [0.000268042, 0.000289042, 0.0002730419999999999]}}",shadow,6,0,3,12,3,"{""and_constraints"": 4969, ""bmul_constraints"": 597, ""committed_words"": 8192, ""gates"": 16730, ""imul_constraints"": 0, ""native_constraint_count"": 7104, ""value_words"": 7407, ""zero_constraints"": 1538}",4096,verified,7,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.107540209, ""median"": 0.104142083, ""min"": 0.101208958, ""values"": [0.101208958, 0.104142083, 0.107540209]}, ""process_wall_s"": {""count"": 3, ""max"": 0.3809940840001218, ""median"": 0.3745241250144318, ""min"": 0.36917229200480506, ""values"": [0.36917229200480506, 0.3745241250144318, 0.3809940840001218]}, ""proof_bytes"": {""count"": 3, ""max"": 512144, ""median"": 512144, ""min"": 512144, ""values"": [512144, 512144, 512144]}, ""prove_total_s"": {""count"": 3, ""max"": 0.10803949999999998, ""median"": 0.104636417, ""min"": 0.101706709, ""values"": [0.101706709, 0.104636417, 0.10803949999999998]}, ""setup_s"": {""count"": 3, ""max"": 0.179750708, ""median"": 0.177649625, ""min"": 0.176348166, ""values"": [0.176348166, 0.177649625, 0.179750708]}, ""verify_s"": {""count"": 3, ""max"": 0.079902084, ""median"": 0.078960625, ""min"": 0.077745375, ""values"": [0.077745375, 0.078960625, 0.079902084]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.000499209, ""median"": 0.000497667, ""min"": 0.00049425, ""values"": [0.000497667, 0.00049425, 0.000499209]}}",complete,27,0,3,64,3,"{""and_constraints"": 9025, ""bmul_constraints"": 2421, ""committed_words"": 16384, ""gates"": 32071, ""imul_constraints"": 0, ""native_constraint_count"": 14513, ""value_words"": 15339, ""zero_constraints"": 3067}",64,verified,31,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.104681041, ""median"": 0.104075833, ""min"": 0.10325, ""values"": [0.10325, 0.104075833, 0.104681041]}, ""process_wall_s"": {""count"": 3, ""max"": 0.37460754200583324, ""median"": 0.37371304200496525, ""min"": 0.37054974999045953, ""values"": [0.37054974999045953, 0.37371304200496525, 0.37460754200583324]}, ""proof_bytes"": {""count"": 3, ""max"": 512144, ""median"": 512144, ""min"": 512144, ""values"": [512144, 512144, 512144]}, ""prove_total_s"": {""count"": 3, ""max"": 0.105181833, ""median"": 0.104557584, ""min"": 0.103741291, ""values"": [0.103741291, 0.104557584, 0.105181833]}, ""setup_s"": {""count"": 3, ""max"": 0.177770583, ""median"": 0.175802333, ""min"": 0.175448167, ""values"": [0.175448167, 0.177770583, 0.175802333]}, ""verify_s"": {""count"": 3, ""max"": 0.08033199999999999, ""median"": 0.0781325, ""min"": 0.078034333, ""values"": [0.078034333, 0.0781325, 0.08033199999999999]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.000500708, ""median"": 0.000491208, ""min"": 0.000481709, ""values"": [0.000491208, 0.000481709, 0.000500708]}}",shadow,27,0,3,44,3,"{""and_constraints"": 9025, ""bmul_constraints"": 2421, ""committed_words"": 16384, ""gates"": 32071, ""imul_constraints"": 0, ""native_constraint_count"": 14513, ""value_words"": 15339, ""zero_constraints"": 3067}",64,verified,31,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.113560167, ""median"": 0.109971625, ""min"": 0.107611375, ""values"": [0.113560167, 0.107611375, 0.109971625]}, ""process_wall_s"": {""count"": 3, ""max"": 0.4139208330307156, ""median"": 0.4118410829687491, ""min"": 0.40398716600611806, ""values"": [0.4139208330307156, 0.40398716600611806, 0.4118410829687491]}, ""proof_bytes"": {""count"": 3, ""max"": 519664, ""median"": 519664, ""min"": 519664, ""values"": [519664, 519664, 519664]}, ""prove_total_s"": {""count"": 3, ""max"": 0.114358833, ""median"": 0.110761792, ""min"": 0.108390584, ""values"": [0.114358833, 0.108390584, 0.110761792]}, ""setup_s"": {""count"": 3, ""max"": 0.199622709, ""median"": 0.198956042, ""min"": 0.193557542, ""values"": [0.198956042, 0.193557542, 0.199622709]}, ""verify_s"": {""count"": 3, ""max"": 0.086936542, ""median"": 0.086778583, ""min"": 0.08581425, ""values"": [0.08581425, 0.086936542, 0.086778583]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.000798625, ""median"": 0.000790125, ""min"": 0.000779084, ""values"": [0.000798625, 0.000779084, 0.000790125]}}",complete,55,0,3,128,3,"{""and_constraints"": 14391, ""bmul_constraints"": 4853, ""committed_words"": 32768, ""gates"": 52618, ""imul_constraints"": 0, ""native_constraint_count"": 24378, ""value_words"": 25945, ""zero_constraints"": 5134}",128,verified,63,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.115815833, ""median"": 0.11129825, ""min"": 0.110081875, ""values"": [0.115815833, 0.11129825, 0.110081875]}, ""process_wall_s"": {""count"": 3, ""max"": 0.4287692919606343, ""median"": 0.4126402920228429, ""min"": 0.40626641700509936, ""values"": [0.4287692919606343, 0.4126402920228429, 0.40626641700509936]}, ""proof_bytes"": {""count"": 3, ""max"": 519664, ""median"": 519664, ""min"": 519664, ""values"": [519664, 519664, 519664]}, ""prove_total_s"": {""count"": 3, ""max"": 0.116611458, ""median"": 0.112077875, ""min"": 0.110869208, ""values"": [0.116611458, 0.112077875, 0.110869208]}, ""setup_s"": {""count"": 3, ""max"": 0.2025875, ""median"": 0.196885833, ""min"": 0.193928292, ""values"": [0.2025875, 0.196885833, 0.193928292]}, ""verify_s"": {""count"": 3, ""max"": 0.094182375, ""median"": 0.088895458, ""min"": 0.0863245, ""values"": [0.094182375, 0.088895458, 0.0863245]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.000795583, ""median"": 0.000787292, ""min"": 0.000779583, ""values"": [0.000795583, 0.000779583, 0.000787292]}}",shadow,55,0,3,92,3,"{""and_constraints"": 14391, ""bmul_constraints"": 4853, ""committed_words"": 32768, ""gates"": 52618, ""imul_constraints"": 0, ""native_constraint_count"": 24378, ""value_words"": 25945, ""zero_constraints"": 5134}",128,verified,63,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.128492542, ""median"": 0.123835791, ""min"": 0.119488541, ""values"": [0.128492542, 0.119488541, 0.123835791]}, ""process_wall_s"": {""count"": 3, ""max"": 0.48903641605284065, ""median"": 0.46613354195142165, ""min"": 0.46359287499217317, ""values"": [0.48903641605284065, 0.46359287499217317, 0.46613354195142165]}, ""proof_bytes"": {""count"": 3, ""max"": 527216, ""median"": 527216, ""min"": 527216, ""values"": [527216, 527216, 527216]}, ""prove_total_s"": {""count"": 3, ""max"": 0.12993625, ""median"": 0.12524775, ""min"": 0.120920458, ""values"": [0.12993625, 0.120920458, 0.12524775]}, ""setup_s"": {""count"": 3, ""max"": 0.240442333, ""median"": 0.230249792, ""min"": 0.225960583, ""values"": [0.240442333, 0.230249792, 0.225960583]}, ""verify_s"": {""count"": 3, ""max"": 0.101108875, ""median"": 0.0974945, ""min"": 0.095144834, ""values"": [0.101108875, 0.095144834, 0.0974945]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.001443584, ""median"": 0.001431917, ""min"": 0.00141175, ""values"": [0.001443584, 0.001431917, 0.00141175]}}",complete,111,0,3,256,3,"{""and_constraints"": 25851, ""bmul_constraints"": 9717, ""committed_words"": 65536, ""gates"": 95976, ""imul_constraints"": 0, ""native_constraint_count"": 45011, ""value_words"": 48063, ""zero_constraints"": 9443}",256,verified,127,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.131156209, ""median"": 0.129512334, ""min"": 0.121336875, ""values"": [0.131156209, 0.121336875, 0.129512334]}, ""process_wall_s"": {""count"": 3, ""max"": 0.48859491699840873, ""median"": 0.481636458018329, ""min"": 0.4729723749915138, ""values"": [0.48859491699840873, 0.4729723749915138, 0.481636458018329]}, ""proof_bytes"": {""count"": 3, ""max"": 527216, ""median"": 527216, ""min"": 527216, ""values"": [527216, 527216, 527216]}, ""prove_total_s"": {""count"": 3, ""max"": 0.132602541, ""median"": 0.130951333, ""min"": 0.122760333, ""values"": [0.132602541, 0.122760333, 0.130951333]}, ""setup_s"": {""count"": 3, ""max"": 0.235690625, ""median"": 0.234527583, ""min"": 0.233276416, ""values"": [0.235690625, 0.233276416, 0.234527583]}, ""verify_s"": {""count"": 3, ""max"": 0.10231225, ""median"": 0.099569333, ""min"": 0.098689958, ""values"": [0.10231225, 0.099569333, 0.098689958]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.001446291, ""median"": 0.001438875, ""min"": 0.0014233749999999997, ""values"": [0.001446291, 0.0014233749999999997, 0.001438875]}}",shadow,111,0,3,188,3,"{""and_constraints"": 25851, ""bmul_constraints"": 9717, ""committed_words"": 65536, ""gates"": 95976, ""imul_constraints"": 0, ""native_constraint_count"": 45011, ""value_words"": 48063, ""zero_constraints"": 9443}",256,verified,127,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.153291125, ""median"": 0.136882167, ""min"": 0.131354334, ""values"": [0.153291125, 0.136882167, 0.131354334]}, ""process_wall_s"": {""count"": 3, ""max"": 0.6157532089855522, ""median"": 0.579436749976594, ""min"": 0.5773108749999665, ""values"": [0.6157532089855522, 0.579436749976594, 0.5773108749999665]}, ""proof_bytes"": {""count"": 3, ""max"": 534768, ""median"": 534768, ""min"": 534768, ""values"": [534768, 534768, 534768]}, ""prove_total_s"": {""count"": 3, ""max"": 0.156107875, ""median"": 0.139590833, ""min"": 0.134046542, ""values"": [0.156107875, 0.139590833, 0.134046542]}, ""setup_s"": {""count"": 3, ""max"": 0.319681417, ""median"": 0.311594458, ""min"": 0.308205083, ""values"": [0.319681417, 0.308205083, 0.311594458]}, ""verify_s"": {""count"": 3, ""max"": 0.115376417, ""median"": 0.107555375, ""min"": 0.107134167, ""values"": [0.115376417, 0.107555375, 0.107134167]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.002816625, ""median"": 0.002708542, ""min"": 0.002688083, ""values"": [0.002816625, 0.002708542, 0.002688083]}}",complete,223,0,3,512,3,"{""and_constraints"": 48734, ""bmul_constraints"": 19445, ""committed_words"": 131072, ""gates"": 182594, ""imul_constraints"": 0, ""native_constraint_count"": 86240, ""value_words"": 92260, ""zero_constraints"": 18061}",512,verified,255,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.148118208, ""median"": 0.14507575, ""min"": 0.144867458, ""values"": [0.14507575, 0.148118208, 0.144867458]}, ""process_wall_s"": {""count"": 3, ""max"": 0.5964015000499785, ""median"": 0.5891459590056911, ""min"": 0.5857240839977749, ""values"": [0.5857240839977749, 0.5964015000499785, 0.5891459590056911]}, ""proof_bytes"": {""count"": 3, ""max"": 534768, ""median"": 534768, ""min"": 534768, ""values"": [534768, 534768, 534768]}, ""prove_total_s"": {""count"": 3, ""max"": 0.150865459, ""median"": 0.14777775, ""min"": 0.147581792, ""values"": [0.14777775, 0.150865459, 0.147581792]}, ""setup_s"": {""count"": 3, ""max"": 0.313242792, ""median"": 0.307573709, ""min"": 0.305817167, ""values"": [0.305817167, 0.313242792, 0.307573709]}, ""verify_s"": {""count"": 3, ""max"": 0.108454542, ""median"": 0.108286792, ""min"": 0.1077845, ""values"": [0.1077845, 0.108286792, 0.108454542]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.002747209, ""median"": 0.002714209, ""min"": 0.002701916, ""values"": [0.002701916, 0.002747209, 0.002714209]}}",shadow,223,0,3,380,3,"{""and_constraints"": 48734, ""bmul_constraints"": 19445, ""committed_words"": 131072, ""gates"": 182594, ""imul_constraints"": 0, ""native_constraint_count"": 86240, ""value_words"": 92260, ""zero_constraints"": 18061}",512,verified,255,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.181352833, ""median"": 0.180260166, ""min"": 0.174040125, ""values"": [0.181352833, 0.180260166, 0.174040125]}, ""process_wall_s"": {""count"": 3, ""max"": 0.8054330419981852, ""median"": 0.7982970419689082, ""min"": 0.795961374999024, ""values"": [0.8054330419981852, 0.795961374999024, 0.7982970419689082]}, ""proof_bytes"": {""count"": 3, ""max"": 542320, ""median"": 542320, ""min"": 542320, ""values"": [542320, 542320, 542320]}, ""prove_total_s"": {""count"": 3, ""max"": 0.186828542, ""median"": 0.18566225, ""min"": 0.179430083, ""values"": [0.186828542, 0.18566225, 0.179430083]}, ""setup_s"": {""count"": 3, ""max"": 0.45799575, ""median"": 0.4558035, ""min"": 0.450931083, ""values"": [0.45799575, 0.450931083, 0.4558035]}, ""verify_s"": {""count"": 3, ""max"": 0.129794166, ""median"": 0.126513625, ""min"": 0.1256805, ""values"": [0.126513625, 0.1256805, 0.129794166]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.005475625, ""median"": 0.005402042, ""min"": 0.005389708, ""values"": [0.005475625, 0.005402042, 0.005389708]}}",complete,447,0,3,1024,3,"{""and_constraints"": 93846, ""bmul_constraints"": 38901, ""committed_words"": 262144, ""gates"": 353758, ""imul_constraints"": 0, ""native_constraint_count"": 167868, ""value_words"": 179822, ""zero_constraints"": 35121}",1024,verified,511,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.18617475, ""median"": 0.182601166, ""min"": 0.180146333, ""values"": [0.18617475, 0.182601166, 0.180146333]}, ""process_wall_s"": {""count"": 3, ""max"": 0.8124272499699146, ""median"": 0.8043513750308193, ""min"": 0.801664459053427, ""values"": [0.8124272499699146, 0.801664459053427, 0.8043513750308193]}, ""proof_bytes"": {""count"": 3, ""max"": 542320, ""median"": 542320, ""min"": 542320, ""values"": [542320, 542320, 542320]}, ""prove_total_s"": {""count"": 3, ""max"": 0.19159425, ""median"": 0.188036833, ""min"": 0.185554542, ""values"": [0.19159425, 0.188036833, 0.185554542]}, ""setup_s"": {""count"": 3, ""max"": 0.462502125, ""median"": 0.459581708, ""min"": 0.454393625, ""values"": [0.462502125, 0.454393625, 0.459581708]}, ""verify_s"": {""count"": 3, ""max"": 0.126134834, ""median"": 0.12593125, ""min"": 0.12443, ""values"": [0.12443, 0.126134834, 0.12593125]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.005435625, ""median"": 0.005419375, ""min"": 0.005408083, ""values"": [0.005419375, 0.005435625, 0.005408083]}}",shadow,447,0,3,764,3,"{""and_constraints"": 93846, ""bmul_constraints"": 38901, ""committed_words"": 262144, ""gates"": 353758, ""imul_constraints"": 0, ""native_constraint_count"": 167868, ""value_words"": 179822, ""zero_constraints"": 35121}",1024,verified,511,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.260789375, ""median"": 0.258774667, ""min"": 0.255875292, ""values"": [0.260789375, 0.255875292, 0.258774667]}, ""process_wall_s"": {""count"": 3, ""max"": 1.2135442920261994, ""median"": 1.210317249991931, ""min"": 1.2042452919995412, ""values"": [1.210317249991931, 1.2042452919995412, 1.2135442920261994]}, ""proof_bytes"": {""count"": 3, ""max"": 580384, ""median"": 580384, ""min"": 580384, ""values"": [580384, 580384, 580384]}, ""prove_total_s"": {""count"": 3, ""max"": 0.27079675, ""median"": 0.268691375, ""min"": 0.265928625, ""values"": [0.27079675, 0.265928625, 0.268691375]}, ""setup_s"": {""count"": 3, ""max"": 0.738131875, ""median"": 0.732450291, ""min"": 0.732411291, ""values"": [0.732450291, 0.732411291, 0.738131875]}, ""verify_s"": {""count"": 3, ""max"": 0.153711958, ""median"": 0.152859625, ""min"": 0.152722375, ""values"": [0.152722375, 0.152859625, 0.153711958]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.01005325, ""median"": 0.010002375, ""min"": 0.0099165, ""values"": [0.010002375, 0.01005325, 0.0099165]}}",complete,895,0,3,2048,3,"{""and_constraints"": 184070, ""bmul_constraints"": 77813, ""committed_words"": 524288, ""gates"": 696085, ""imul_constraints"": 0, ""native_constraint_count"": 331124, ""value_words"": 354950, ""zero_constraints"": 69241}",2048,verified,1023,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.253266167, ""median"": 0.253130042, ""min"": 0.24963775, ""values"": [0.253130042, 0.253266167, 0.24963775]}, ""process_wall_s"": {""count"": 3, ""max"": 1.2045492500183173, ""median"": 1.2030169580248185, ""min"": 1.1990345420199446, ""values"": [1.2045492500183173, 1.2030169580248185, 1.1990345420199446]}, ""proof_bytes"": {""count"": 3, ""max"": 580384, ""median"": 580384, ""min"": 580384, ""values"": [580384, 580384, 580384]}, ""prove_total_s"": {""count"": 3, ""max"": 0.263272916, ""median"": 0.262976042, ""min"": 0.259643541, ""values"": [0.262976042, 0.263272916, 0.259643541]}, ""setup_s"": {""count"": 3, ""max"": 0.735540584, ""median"": 0.732951791, ""min"": 0.731407417, ""values"": [0.735540584, 0.731407417, 0.732951791]}, ""verify_s"": {""count"": 3, ""max"": 0.155094958, ""median"": 0.153699375, ""min"": 0.152876125, ""values"": [0.152876125, 0.155094958, 0.153699375]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.010006583, ""median"": 0.010005541, ""min"": 0.009845792, ""values"": [0.009845792, 0.010006583, 0.010005541]}}",shadow,895,0,3,1532,3,"{""and_constraints"": 184070, ""bmul_constraints"": 77813, ""committed_words"": 524288, ""gates"": 696085, ""imul_constraints"": 0, ""native_constraint_count"": 331124, ""value_words"": 354950, ""zero_constraints"": 69241}",2048,verified,1023,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.594080958, ""median"": 0.586820833, ""min"": 0.582725084, ""values"": [0.586820833, 0.594080958, 0.582725084]}, ""process_wall_s"": {""count"": 3, ""max"": 2.280704082979355, ""median"": 2.2754395000520162, ""min"": 2.2736453330144286, ""values"": [2.2754395000520162, 2.280704082979355, 2.2736453330144286]}, ""proof_bytes"": {""count"": 3, ""max"": 625136, ""median"": 625136, ""min"": 625136, ""values"": [625136, 625136, 625136]}, ""prove_total_s"": {""count"": 3, ""max"": 0.614574333, ""median"": 0.607235042, ""min"": 0.603115083, ""values"": [0.607235042, 0.614574333, 0.603115083]}, ""setup_s"": {""count"": 3, ""max"": 1.345325208, ""median"": 1.34228725, ""min"": 1.341303792, ""values"": [1.345325208, 1.341303792, 1.34228725]}, ""verify_s"": {""count"": 3, ""max"": 0.232364959, ""median"": 0.227234334, ""min"": 0.225973709, ""values"": [0.225973709, 0.227234334, 0.232364959]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.02049325, ""median"": 0.020414125, ""min"": 0.020389875, ""values"": [0.020414125, 0.02049325, 0.020389875]}}",complete,1791,0,3,4096,3,"{""and_constraints"": 364518, ""bmul_constraints"": 155637, ""committed_words"": 1048576, ""gates"": 1380738, ""imul_constraints"": 0, ""native_constraint_count"": 657636, ""value_words"": 705206, ""zero_constraints"": 137481}",4096,verified,2047,3
3,Binius64,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 0.594161666, ""median"": 0.594022042, ""min"": 0.577310917, ""values"": [0.577310917, 0.594161666, 0.594022042]}, ""process_wall_s"": {""count"": 3, ""max"": 2.28604879201157, ""median"": 2.284456666035112, ""min"": 2.2578786250087433, ""values"": [2.2578786250087433, 2.28604879201157, 2.284456666035112]}, ""proof_bytes"": {""count"": 3, ""max"": 625136, ""median"": 625136, ""min"": 625136, ""values"": [625136, 625136, 625136]}, ""prove_total_s"": {""count"": 3, ""max"": 0.614798458, ""median"": 0.614346292, ""min"": 0.5979965, ""values"": [0.5979965, 0.614798458, 0.614346292]}, ""setup_s"": {""count"": 3, ""max"": 1.349714417, ""median"": 1.346638917, ""min"": 1.338444125, ""values"": [1.338444125, 1.346638917, 1.349714417]}, ""verify_s"": {""count"": 3, ""max"": 0.229902875, ""median"": 0.224906375, ""min"": 0.22477375, ""values"": [0.224906375, 0.229902875, 0.22477375]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.020685417, ""median"": 0.0206365, ""min"": 0.020324042, ""values"": [0.020685417, 0.0206365, 0.020324042]}}",shadow,1791,0,3,3068,3,"{""and_constraints"": 364518, ""bmul_constraints"": 155637, ""committed_words"": 1048576, ""gates"": 1380738, ""imul_constraints"": 0, ""native_constraint_count"": 657636, ""value_words"": 705206, ""zero_constraints"": 137481}",4096,verified,2047,3
3,PLONK,0,{},growing-cfg,True,"{""crypto_prove_s"": {""count"": 3, ""max"": 2.889158125, ""median"": 2.88635175, ""min"": 2.8395931660000002, ""values"": [2.88635175, 2.8395931660000002, 2.889158125]}, ""peak_rss_bytes"": {""count"": 3, ""max"": 573652992, ""median"": 572194816, ""min"": 570163200, ""values"": [573652992, 570163200, 572194816]}, ""process_wall_s"": {""count"": 3, ""max"": 6.346653, ""median"": 6.324959, ""min"": 6.320727, ""values"": [6.320727, 6.346653, 6.324959]}, ""proof_bytes"": {""count"": 3, ""max"": 1930, ""median"": 1930, ""min"": 1930, ""values"": [1930, 1930, 1930]}, ""proof_serialization_s"": {""count"": 3, ""max"": 5.291e-06, ""median"": 5.208e-06, ""min"": 5.084e-06, ""values"": [5.084e-06, 5.208e-06, 5.291e-06]}, ""setup_s"": {""count"": 3, ""max"": 3.119907542, ""median"": 3.031939917, ""min"": 3.030587417, ""values"": [3.119907542, 3.030587417, 3.031939917]}, ""verify_s"": {""count"": 3, ""max"": 0.00598125, ""median"": 0.005888584, ""min"": 0.005827875, ""values"": [0.005827875, 0.00598125, 0.005888584]}, ""witness_localcheck_s"": {""count"": 3, ""max"": 0.075947833, ""median"": 0.075523375, ""min"": 0.075188792, ""values"": [0.075188792, 0.075523375, 0.075947833]}}",complete,27,0,3,64,3,"{""padded_domain"": 32768, ""plonk_gates"": 23717, ""raw_bound"": 32768}",64,verified,31,3
