attempted,backend,family,kind,metrics,mode,outcome,repetition,returncode,source_ep_rows,verified
True,Binius64,growing-cfg,measured,"{""crypto_prove_s"": 0.258774667, ""process_wall_s"": 1.2135442920261994, ""proof_bytes"": 580384, ""prove_total_s"": 0.268691375, ""setup_s"": 0.738131875, ""verify_s"": 0.153711958, ""witness_localcheck_s"": 0.0099165}",complete,verified,3,0,2048,True
True,Binius64,growing-cfg,measured,"{""crypto_prove_s"": 0.24963775, ""process_wall_s"": 1.1990345420199446, ""proof_bytes"": 580384, ""prove_total_s"": 0.259643541, ""setup_s"": 0.732951791, ""verify_s"": 0.153699375, ""witness_localcheck_s"": 0.010005541}",shadow,verified,3,0,2048,True
True,Binius64,growing-cfg,measured,"{""crypto_prove_s"": 0.594022042, ""process_wall_s"": 2.284456666035112, ""proof_bytes"": 625136, ""prove_total_s"": 0.614346292, ""setup_s"": 1.349714417, ""verify_s"": 0.22477375, ""witness_localcheck_s"": 0.020324042}",shadow,verified,3,0,4096,True
True,Binius64,growing-cfg,measured,"{""crypto_prove_s"": 0.582725084, ""process_wall_s"": 2.2736453330144286, ""proof_bytes"": 625136, ""prove_total_s"": 0.603115083, ""setup_s"": 1.34228725, ""verify_s"": 0.232364959, ""witness_localcheck_s"": 0.020389875}",complete,verified,3,0,4096,True
True,PLONK,growing-cfg,preflight,"{""peak_rss_bytes"": 33898496, ""process_wall_s"": 1.085075}",complete,satisfied,0,0,64,False
True,PLONK,growing-cfg,preflight,"{""peak_rss_bytes"": 62095360, ""process_wall_s"": 0.565175}",complete,satisfied,0,0,128,False
True,PLONK,growing-cfg,preflight,"{""peak_rss_bytes"": 135675904, ""process_wall_s"": 0.5536789999999999}",complete,satisfied,0,0,256,False
True,PLONK,growing-cfg,preflight,"{""peak_rss_bytes"": 270893056, ""process_wall_s"": 1.090059}",complete,satisfied,0,0,512,False
True,PLONK,growing-cfg,preflight,"{""peak_rss_bytes"": 498647040, ""process_wall_s"": 2.156484}",complete,satisfied,0,0,1024,False
True,PLONK,growing-cfg,preflight,"{""peak_rss_bytes"": 999129088, ""process_wall_s"": 3.714705}",complete,satisfied,0,0,2048,False
True,PLONK,growing-cfg,preflight,"{""peak_rss_bytes"": 1965719552, ""process_wall_s"": 7.305998}",complete,satisfied,0,0,4096,False
True,PLONK,growing-cfg,warmup,"{""crypto_prove_s"": 2.831737083, ""peak_rss_bytes"": 574308352, ""process_wall_s"": 6.319648, ""proof_bytes"": 1930, ""proof_serialization_s"": 4.875e-06, ""setup_s"": 3.096044833, ""verify_s"": 0.005863958, ""witness_localcheck_s"": 0.075185209}",complete,verified,0,0,64,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 2.88635175, ""peak_rss_bytes"": 573652992, ""process_wall_s"": 6.320727, ""proof_bytes"": 1930, ""proof_serialization_s"": 5.084e-06, ""setup_s"": 3.119907542, ""verify_s"": 0.005827875, ""witness_localcheck_s"": 0.075188792}",complete,verified,1,0,64,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 2.8395931660000002, ""peak_rss_bytes"": 570163200, ""process_wall_s"": 6.346653, ""proof_bytes"": 1930, ""proof_serialization_s"": 5.208e-06, ""setup_s"": 3.030587417, ""verify_s"": 0.00598125, ""witness_localcheck_s"": 0.075523375}",complete,verified,2,0,64,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 2.889158125, ""peak_rss_bytes"": 572194816, ""process_wall_s"": 6.324959, ""proof_bytes"": 1930, ""proof_serialization_s"": 5.291e-06, ""setup_s"": 3.031939917, ""verify_s"": 0.005888584, ""witness_localcheck_s"": 0.075947833}",complete,verified,3,0,64,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 5.535997708, ""peak_rss_bytes"": 1020739584, ""process_wall_s"": 12.101165000000002, ""proof_bytes"": 1930, ""proof_serialization_s"": 5.333e-06, ""setup_s"": 5.750231792, ""verify_s"": 0.005960292, ""witness_localcheck_s"": 0.125989417}",complete,verified,1,0,128,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 5.554812083, ""peak_rss_bytes"": 1029046272, ""process_wall_s"": 12.111901, ""proof_bytes"": 1930, ""proof_serialization_s"": 5.958e-06, ""setup_s"": 5.714315583, ""verify_s"": 0.005945792, ""witness_localcheck_s"": 0.127479917}",complete,verified,2,0,128,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 5.81389025, ""peak_rss_bytes"": 1021607936, ""process_wall_s"": 12.083503, ""proof_bytes"": 1930, ""proof_serialization_s"": 6.375e-06, ""setup_s"": 5.722396625, ""verify_s"": 0.006147667, ""witness_localcheck_s"": 0.129593666}",complete,verified,3,0,128,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 10.696974042, ""peak_rss_bytes"": 1980203008, ""process_wall_s"": 22.596074, ""proof_bytes"": 1930, ""proof_serialization_s"": 8.209e-06, ""setup_s"": 10.700389916, ""verify_s"": 0.006128709, ""witness_localcheck_s"": 0.228666333}",complete,verified,1,0,256,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 10.6926675, ""peak_rss_bytes"": 1980432384, ""process_wall_s"": 22.569513999999998, ""proof_bytes"": 1930, ""proof_serialization_s"": 8.125e-06, ""setup_s"": 10.655138917, ""verify_s"": 0.006247333, ""witness_localcheck_s"": 0.228172958}",complete,verified,2,0,256,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 10.69438025, ""peak_rss_bytes"": 1982349312, ""process_wall_s"": 22.579195, ""proof_bytes"": 1930, ""proof_serialization_s"": 7.375e-06, ""setup_s"": 10.657221583, ""verify_s"": 0.006026958, ""witness_localcheck_s"": 0.227930333}",complete,verified,3,0,256,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 21.310851042, ""peak_rss_bytes"": 3920445440, ""process_wall_s"": 44.547408000000004, ""proof_bytes"": 1930, ""proof_serialization_s"": 1.2167e-05, ""setup_s"": 21.307821, ""verify_s"": 0.006948959, ""witness_localcheck_s"": 0.440812875}",complete,verified,1,0,512,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 21.288254209, ""peak_rss_bytes"": 3918036992, ""process_wall_s"": 44.051272, ""proof_bytes"": 1930, ""proof_serialization_s"": 8.542e-06, ""setup_s"": 21.237882625, ""verify_s"": 0.006954333, ""witness_localcheck_s"": 0.436432542}",complete,verified,2,0,512,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 21.495671166, ""peak_rss_bytes"": 3918823424, ""process_wall_s"": 44.569408, ""proof_bytes"": 1930, ""proof_serialization_s"": 1.5e-05, ""setup_s"": 21.235903458, ""verify_s"": 0.006942667, ""witness_localcheck_s"": 0.43439875}",complete,verified,3,0,512,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 45.742846, ""peak_rss_bytes"": 6647611392, ""process_wall_s"": 92.95985, ""proof_bytes"": 1930, ""proof_serialization_s"": 1.2541e-05, ""setup_s"": 44.333791792, ""verify_s"": 0.007917583, ""witness_localcheck_s"": 0.886732625}",complete,verified,1,0,1024,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 43.375476209, ""peak_rss_bytes"": 7713259520, ""process_wall_s"": 90.607841, ""proof_bytes"": 1930, ""proof_serialization_s"": 9.541e-06, ""setup_s"": 44.077901583, ""verify_s"": 0.007946709, ""witness_localcheck_s"": 0.840868458}",complete,verified,2,0,1024,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 43.395360417, ""peak_rss_bytes"": 7730020352, ""process_wall_s"": 89.642867, ""proof_bytes"": 1930, ""proof_serialization_s"": 9.125e-06, ""setup_s"": 43.373202, ""verify_s"": 0.008338083, ""witness_localcheck_s"": 0.841835292}",complete,verified,3,0,1024,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 87.4891595, ""peak_rss_bytes"": 10780557312, ""process_wall_s"": 179.36208, ""proof_bytes"": 1930, ""proof_serialization_s"": 1.8416e-05, ""setup_s"": 86.244336708, ""verify_s"": 0.009166417, ""witness_localcheck_s"": 1.6872977919999999}",complete,verified,1,0,2048,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 87.150487458, ""peak_rss_bytes"": 12538101760, ""process_wall_s"": 177.454013, ""proof_bytes"": 1930, ""proof_serialization_s"": 3.1458e-05, ""setup_s"": 84.419659416, ""verify_s"": 0.008682917, ""witness_localcheck_s"": 1.682366}",complete,verified,2,0,2048,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 92.015769917, ""peak_rss_bytes"": 13045579776, ""process_wall_s"": 182.71723699999998, ""proof_bytes"": 1930, ""proof_serialization_s"": 2.8583e-05, ""setup_s"": 84.461498667, ""verify_s"": 0.008743458, ""witness_localcheck_s"": 1.760660375}",complete,verified,3,0,2048,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 177.401825917, ""peak_rss_bytes"": 14342012928, ""process_wall_s"": 356.135531, ""proof_bytes"": 1930, ""proof_serialization_s"": 2.2958e-05, ""setup_s"": 166.372979125, ""verify_s"": 0.01344225, ""witness_localcheck_s"": 3.402236834}",complete,verified,1,0,4096,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 175.720841959, ""peak_rss_bytes"": 16505094144, ""process_wall_s"": 361.110655, ""proof_bytes"": 1930, ""proof_serialization_s"": 3.3083e-05, ""setup_s"": 172.951315083, ""verify_s"": 0.01233775, ""witness_localcheck_s"": 3.872554917}",complete,verified,2,0,4096,True
True,PLONK,growing-cfg,measured,"{""crypto_prove_s"": 169.064039333, ""peak_rss_bytes"": 19368427520, ""process_wall_s"": 346.120544, ""proof_bytes"": 1930, ""proof_serialization_s"": 1.8375e-05, ""setup_s"": 164.643872541, ""verify_s"": 0.012297792, ""witness_localcheck_s"": 4.095104375}",complete,verified,3,0,4096,True
True,ZEKRA,growing-cfg,warmup,"{""crypto_prove_s"": 0.2643, ""process_wall_s"": 1.3308582080062479, ""setup_s"": 0.5105, ""verify_s"": 0.0048}",zekra,verified,1,0,64,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 0.2657, ""process_wall_s"": 1.308609624975361, ""setup_s"": 0.5035, ""verify_s"": 0.0049}",zekra,verified,1,0,64,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 0.2665, ""process_wall_s"": 1.3383484999649227, ""setup_s"": 0.5256, ""verify_s"": 0.0048}",zekra,verified,2,0,64,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 0.2645, ""process_wall_s"": 1.3338926249998622, ""setup_s"": 0.5083, ""verify_s"": 0.0053}",zekra,verified,3,0,64,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 0.447, ""process_wall_s"": 2.2176175420172513, ""setup_s"": 0.8675, ""verify_s"": 0.0049}",zekra,verified,1,0,128,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 0.4452, ""process_wall_s"": 2.2306717920000665, ""setup_s"": 0.8588, ""verify_s"": 0.0048}",zekra,verified,2,0,128,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 0.4298, ""process_wall_s"": 2.310264375002589, ""setup_s"": 0.9363, ""verify_s"": 0.0048}",zekra,verified,3,0,128,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 0.973, ""process_wall_s"": 5.295450916979462, ""setup_s"": 2.0915, ""verify_s"": 0.0049}",zekra,verified,1,0,256,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 0.9804, ""process_wall_s"": 5.293603833008092, ""setup_s"": 2.0808, ""verify_s"": 0.0049}",zekra,verified,2,0,256,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 1.0168, ""process_wall_s"": 5.401509082992561, ""setup_s"": 2.1262, ""verify_s"": 0.0048}",zekra,verified,3,0,256,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 1.9095, ""process_wall_s"": 12.481894500029739, ""setup_s"": 3.8729, ""verify_s"": 0.0049}",zekra,verified,1,0,512,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 1.9034, ""process_wall_s"": 12.321906958997715, ""setup_s"": 4.0122, ""verify_s"": 0.0051}",zekra,verified,2,0,512,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 1.927, ""process_wall_s"": 12.307620125007816, ""setup_s"": 4.0061, ""verify_s"": 0.0049}",zekra,verified,3,0,512,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 3.9084, ""process_wall_s"": 34.12870145897614, ""setup_s"": 7.8773, ""verify_s"": 0.0048}",zekra,verified,1,0,1024,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 3.9894, ""process_wall_s"": 34.126386040996294, ""setup_s"": 7.8093, ""verify_s"": 0.0048}",zekra,verified,2,0,1024,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 3.9684, ""process_wall_s"": 35.168123958981596, ""setup_s"": 7.8176, ""verify_s"": 0.0047}",zekra,verified,3,0,1024,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 8.5863, ""process_wall_s"": 124.05823445797432, ""setup_s"": 16.6692, ""verify_s"": 0.005}",zekra,verified,1,0,2048,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 8.563, ""process_wall_s"": 122.51338187500369, ""setup_s"": 16.4087, ""verify_s"": 0.0048}",zekra,verified,2,0,2048,True
True,ZEKRA,growing-cfg,measured,"{""crypto_prove_s"": 8.5608, ""process_wall_s"": 122.33010029100114, ""setup_s"": 16.3062, ""verify_s"": 0.0049}",zekra,verified,3,0,2048,True
True,ZEKRA,growing-cfg,measured,"{""process_wall_s"": 235.38190987502458}",zekra,docker-oom,1,137,4096,False
